,S.No,actual,name,title,male,culture,dateOfBirth,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity
1484,1485,0,Cohollo,Bloodrider,1,Dothraki,,,,,Khal,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0334448160535117
1485,1486,0,Cortnay Penrose,Ser,1,,,,,,House Penrose,,0,1,1,0,0,,,,,0,1,,0,0,0,0.160535117056856
1486,1487,1,Cotter Pyke,Eastwatch-by-the-Sea,1,Ironborn,,,,,Night's Watch,,1,1,1,1,1,,,,,0,1,,0,0,0,0.150501672240802
1487,1488,0,Cragorn,,1,,,,,,House Greyjoy,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0234113712374581
1488,1489,1,Crawn,,1,Vale Mountain Clans,,,,,Moon Brothers,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0167224080267558
1489,1490,1,Creighton Longbough,Ser,1,,240.0,,,,,,0,0,0,1,0,,,,,0,1,65.0,0,0,0,0.0468227424749163
1490,1491,0,Cressen,Maester,1,,219.0,,,,,,0,1,1,1,0,,,,,0,1,80.0,0,0,0,0.183946488294314
1491,1492,1,Daario Naharis,,1,Tyroshi,,,,,Stormcrows,,0,0,1,1,1,,,,,0,0,,0,0,0,0.220735785953177
1492,1493,1,Dagmer,Foamdrinker,1,Ironborn,,,,,House Greyjoy,,0,1,0,1,1,,,,,0,1,,0,0,0,0.120401337792642
1493,1494,1,Dagos Manwoody,Lord of Kingsgrave,1,,,,,,House Manwoody,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0334448160535117
1494,1495,1,Danelle Lothston,Harrenhal,0,,,,,,House Lothston,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0167224080267558
1495,1496,0,Dalla,,0,Free Folk,,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0869565217391304
1496,1497,1,Doran Martell,Prince of Dorne,1,Dornish,247.0,,,,House Nymeros Martell,Mellario of Norvos,1,1,1,1,1,,,,1.0,1,1,58.0,6,1,1,0.498327759197324
1497,1498,1,Ebrose,Archmaester,1,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0167224080267558
1498,1499,1,Eddison Tollett,,1,Valemen,,,,,House Tollett,,0,1,1,1,1,,,,,0,0,,0,0,0,0.100334448160535
1499,1500,1,Edric Dayne,Lord of Starfall,1,Dornish,287.0,,,,House Dayne,,1,1,1,1,0,,,,,0,1,18.0,0,0,0,0.0836120401337792
1500,1501,1,Edwyn Frey,,1,,259.0,,,,House Frey,Janyce Hunter,0,1,1,1,0,,,,1.0,1,0,46.0,0,0,0,0.147157190635451
1501,1502,1,Eldon Estermont,Ser,1,Stormlander,228.0,,,,House Estermont,Sylva Santagar,0,1,1,1,1,,,,1.0,1,1,77.0,0,0,0,0.060200668896321
1502,1503,1,Ellaria Sand,,0,Dornish,,,,,House Uller,Oberyn Martell,0,0,1,1,1,,,,0.0,1,0,,2,1,0,0.160535117056856
1503,1504,0,Ethan Glover,,1,Northmen,,,,,House Glover,,1,1,0,0,0,,,,,0,0,,0,0,0,0.0334448160535117
1504,1505,1,Emmon Frey,Riverrun,1,,237.0,,,,House Frey of Riverrun,Genna Lannister,1,1,1,1,1,,,,1.0,1,1,68.0,0,0,0,0.23076923076923
1505,1506,1,Galbart Glover,Master of Deepwood Motte,1,Northmen,,,,,House Glover,,1,1,1,1,1,,,,,0,1,,0,0,0,0.120401337792642
1506,1507,0,Gerold Hightower,Ser,1,,,,,,House Hightower,,1,1,1,0,0,,,,,0,1,,0,0,1,0.414715719063545
1507,1508,1,Ghost of High Heart,,0,,,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0869565217391304
1508,1509,1,Gerris Drinkwater,Ser,1,Dornish,275.0,,,,House Drinkwater,,0,0,0,0,1,,,,,0,1,30.0,0,0,0,0.157190635451505
1509,1510,1,Gilly,,0,Free Folk,282.0,,,,,Craster,0,1,1,1,1,,,,0.0,1,0,23.0,1,1,0,0.2876254180602
1510,1511,1,Greydon Goodbrother,,1,Ironborn,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0468227424749163
1511,1512,1,Harmen Uller,Lord of Hellholt,1,,,,,,House Uller,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0434782608695652
1512,1513,0,Gyles Rosby,Master of Coin,1,,,,,,House Rosby,,1,1,1,1,1,,,,,0,1,,0,0,1,0.364548494983277
1513,1514,0,Harren Hoare,,1,Ironborn,,,Halleck Hoare,,,,0,0,0,0,0,,1.0,,,0,0,,0,0,0,0.204013377926421
1514,1515,1,Harras Harlaw,Ser,1,Ironborn,,,,,House Harlaw of Grey Garden,,0,0,0,1,1,,,,,0,1,,0,0,0,0.107023411371237
1515,1516,1,Harrold Hardyng,Ser,1,Valemen,281.0,,,,House Hardyng,,0,0,0,1,1,,,,,0,1,24.0,0,0,0,0.120401337792642
1516,1517,0,Helaena Targaryen,Queen,0,,109.0,,,,House Targaryen,Aegon II,0,0,0,0,0,,,,1.0,1,1,21.0,0,0,0,0.270903010033444
1517,1518,1,Hodor,,1,Northmen,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.244147157190635
1518,1519,1,Harrion Karstark,Karhold,1,Northmen,,,,,House Karstark,,1,1,1,1,1,,,,,0,1,,2,1,0,0.0969899665551839
1519,1520,0,Iggo,,1,Dothraki,,,,,Brave Companions,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0167224080267558
1520,1521,1,Hother Umber,Castellan,1,Northmen,241.0,,,,House Umber,,0,1,1,1,1,,,,,0,1,64.0,0,0,0,0.1438127090301
1521,1522,1,Jalabhar Xho,Red Flower Vale,1,Summer Islands,,,,,Summer Islands,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0735785953177257
1522,1523,0,Janos Slynt,Lord of Harrenhal,1,,278.0,,,,Night's Watch,,1,1,1,1,1,,,,,0,1,22.0,0,0,1,0.561872909698996
1523,1524,0,Jared Frey,Ser,1,,248.0,,,,House Frey,Alys Frey,1,1,1,1,1,,,,1.0,1,1,52.0,0,0,0,0.147157190635451
1524,1525,0,Jasper Wylde,Rain House,1,,,,,,House Wylde,,0,0,0,0,0,,,,,0,1,,0,0,0,0.250836120401337
1525,1526,1,Jhaqo,KhalKo (formerly),0,Dothraki,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0668896321070234
1526,1527,0,Jeyne Lothston,,0,,164.0,,,,House Lothston,,0,0,0,0,0,,,,,0,0,100.0,0,0,0,0.0234113712374581
1527,1528,1,Jhiqui,,0,Dothraki,284.0,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,21.0,0,0,0,0.1438127090301
1528,1529,1,Jon Bulwer,Blackcrown,1,,,,,,House Bulwer,Victaria Tyrell,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.137123745819397
1529,1530,0,Jory Cassel,Captain of the guard,1,Northmen,,,,,House Cassel,,1,1,1,0,1,,,,,0,1,,1,1,0,0.170568561872909
1530,1531,1,Jorah Mormont,Ser,1,Northmen,254.0,,,,House Mormont,Glover,1,1,1,1,1,,,,1.0,1,1,51.0,1,1,1,0.722408026755852
1531,1532,1,Karyl Vance,Ser,1,,,,,,House Vance of Wayfarer's Rest,,1,1,1,1,1,,,,,0,1,,0,0,0,0.11705685618729
1532,1533,0,Khrazz,,1,Ghiscari,277.0,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,23.0,0,0,0,0.0769230769230769
1533,1534,0,Kurleket,,1,,,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535
1534,1535,1,Lann the Clever,,1,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0.060200668896321
1535,1536,1,Kyle Condon,Ser,1,,,,,,House Condon,,0,0,1,0,0,,,,,0,1,,0,0,0,0.040133779264214
1536,1537,1,Lancel Lannister,Ser,1,,282.0,,,,House Lannister of Casterly Rock,Amerei Frey,1,1,1,1,1,,,,1.0,1,1,23.0,5,1,1,0.478260869565217
1537,1538,1,Likely Luke,,0,,,,,,Brotherhood Without Banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0133779264214046
1538,1539,0,Lucas Inchfield,Ser,1,,,,,,House Inchfield,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0535117056856187
1539,1540,1,Lollys Stokeworth,Stokeworth,0,,265.0,,,,House Stokeworth,Bronn,0,1,1,1,1,,,,1.0,1,1,40.0,2,1,0,0.127090301003344
1540,1541,0,Lyanna Stark,,1,Northmen,266.0,,,,House Stark,,1,1,1,0,1,,,,,0,0,17.0,5,1,1,0.354515050167224
1541,1542,1,Lyle Crakehall,Ser,1,,,,,,House Crakehall,,0,1,1,1,1,,,,,0,1,,0,0,0,0.107023411371237
1542,1543,0,Lucas Blackwood,,1,,,,,,House Blackwood,,0,1,1,1,1,,,,,0,0,,0,0,0,0.0735785953177257
1543,1544,1,Lyn Corbray,Ser,1,,,,,,House Corbray,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0903010033444816
1544,1545,1,Lynesse Hightower,,1,,,,,,House Hightower,Jorah Mormont,0,1,1,1,1,,,,1.0,1,0,,1,1,0,0.11705685618729
1545,1546,1,Mace Tyrell,Highgarden,1,,256.0,,,,House Tyrell,Alerie Hightower,1,1,1,1,1,,,,1.0,1,1,49.0,1,1,1,0.856187290969899
1546,1547,0,Mag Mar Tun Doh Weg,,1,,,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.040133779264214
1547,1548,0,Mandon Moore,Ser,1,Valemen,,,,,House Moore,,1,1,1,0,0,,,,,0,1,,0,0,0,0.120401337792642
1548,1549,1,Mago,Bloodrider,0,Dothraki,,,,,,,1,0,1,1,1,,,,,0,0,,0,0,0,0.0334448160535117
1549,1550,1,Maron Botley,,1,,,,,,House Botley,,0,1,1,0,0,,,,,0,0,,0,0,0,0.020066889632107
1550,1551,0,Marillion,,1,,279.0,,,,,,1,1,1,1,0,,,,,0,0,21.0,0,0,0,0.1438127090301
1551,1552,1,Marya Seaworth,Lady,0,,,,,,House Seaworth,Davos Seaworth,0,1,1,1,1,,,,1.0,1,1,,1,1,0,0.0635451505016722
1552,1553,1,Marwyn,Archmaester,1,,,,,,,,1,0,1,1,0,,,,,0,1,,0,0,0,0.160535117056856
1553,1554,0,Masha Heddle,,0,,,,,,,,1,1,0,0,0,,,,,0,0,,0,0,0,0.040133779264214
1554,1555,0,Matthos Seaworth,,1,,,,,,House Seaworth,,0,1,1,1,1,,,,,0,0,,0,0,0,0.0769230769230769
1555,1556,1,Meera Reed,,0,Crannogmen,283.0,,,,House Reed,,0,1,1,1,1,,,,,0,0,22.0,0,0,0,0.270903010033444
1556,1557,0,Melara Hetherspoon,,0,,264.0,,,,House Hetherspoon,,0,0,0,1,1,,,,,0,0,12.0,0,0,0,0.0468227424749163
1557,1558,0,Melissa Blackwood,,0,,156.0,,,,House Blackwood,,0,0,0,0,1,,,,,0,0,100.0,0,0,0,0.0501672240802675
1558,1559,1,Melisandre,,0,Asshai,,,,,R'hllor,,0,1,1,1,1,,,,,0,0,,0,0,1,0.745819397993311
1559,1560,1,Merrit,,0,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0100334448160535
1560,1561,1,Meryn Trant,Ser,1,,,,,,House Trant,,1,1,1,1,1,,,,,0,1,,0,0,0,0.220735785953177
1561,1562,0,Merrett Frey,,1,Riverlands,262.0,,,,House Frey,Mariya Darry,1,1,1,1,1,,,,1.0,1,0,38.0,0,0,1,0.434782608695652
1562,1563,0,Mohor,,1,,,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535
1563,1564,1,Missandei,,0,Naathi,288.0,,,,House Targaryen,,0,0,1,1,1,,,,,0,0,17.0,0,0,0,0.17391304347826
1564,1565,1,Moon Boy,,1,,,,,,House Baratheon of King's Landing,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0769230769230769
1565,1566,1,Monster,,0,Free Folk,299.0,,,,,,0,0,1,1,1,,,,,0,0,6.0,0,0,0,0.0769230769230769
1566,1567,1,Mord,,1,,,,,,House Arryn,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0468227424749163
1567,1568,1,Minisa Whent,Riverrun,0,Rivermen,,,,,House Whent,Hoster Tully,1,1,1,0,0,,,,0.0,1,1,,0,0,0,0.0434782608695652
1568,1569,0,Mordane,Septa,0,,,,,,House Stark,,1,1,1,0,0,,,,,0,0,,0,0,0,0.103678929765886
1569,1570,1,Murenmure,Maester,1,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535
1570,1571,1,Myles,Maester,1,,,,,,House Martell,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0234113712374581
1571,1572,1,Mors Martell,Sandship,0,Dornish,,,,,House Martell,Nymeria,1,0,0,1,0,,,,1.0,1,1,,0,0,0,0.0535117056856187
1572,1573,1,Mya Stone,,0,,279.0,,,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,0,26.0,0,0,0,0.120401337792642
1573,1574,1,Myrcella Baratheon,Princess,0,,290.0,,,,House Baratheon of King's Landing,,1,1,1,1,1,,,,,0,1,15.0,5,1,1,0.561872909698996
1574,1575,1,Nestor Royce,Keeper of the Gates of the Moon,1,,,,,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0869565217391304
1575,1576,1,Nute,Lord of Oakenshield,1,Ironborn,,,,,House Greyjoy,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0501672240802675
1576,1577,1,Nymeria Sand,,0,Dornish,274.0,,,,House Martell,,0,0,1,1,1,,,,,0,0,31.0,1,1,1,0.377926421404682
1577,1578,1,Nymeria,PrincessQueen,0,Rhoynar,,,,,House Martell,Mors Martell,1,1,0,1,1,,,,1.0,1,1,,0,0,0,0.197324414715719
1578,1579,0,Oberyn Martell,Ser,1,Dornish,257.0,,,,House Martell,,1,1,1,1,1,,,,,0,1,43.0,5,1,1,0.77257525083612
1579,1580,1,Obella Sand,,0,Dornish,287.0,,,,House Martell,,0,0,1,1,1,,,,,0,0,18.0,1,1,0,0.103678929765886
1580,1581,1,Olenna Redwyne,Highgarden,0,,228.0,,,,House Redwyne,Luthor Tyrell,1,1,1,1,1,,,,1.0,1,1,77.0,0,0,0,0.2876254180602
1581,1582,1,Mychel Redfort,Ser,1,Valemen,,,,,House Redfort,Ysilla Royce,1,1,1,1,1,,,,1.0,1,1,,0,0,0,0.0702341137123745
1582,1583,1,Orwyle,Grand Maester,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.254180602006688
1583,1584,1,Osha,,1,Free Folk,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.250836120401337
1584,1585,1,Osfryd Kettleblack,Ser,1,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0869565217391304
1585,1586,1,Osney Kettleblack,Ser,1,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,0,0,0.123745819397993
1586,1587,0,Orys Baratheon,Storm's End,1,,,,,,House Baratheon,Argella Durrandon,1,0,0,0,0,,,,1.0,1,1,,5,1,1,0.48829431438127
1587,1588,1,Osmund Kettleblack,Ser,1,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,0,0,0.170568561872909
1588,1589,1,Othell Yarwyck,First Builder,1,,,,,,House Yarwyck,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0635451505016722
1589,1590,0,Oswell Whent,Ser,1,Rivermen,,,,,House Whent,,1,0,1,0,1,,,,,0,1,,1,1,0,0.0802675585284281
1590,1591,0,Otto Hightower,Ser,1,,,,,,House Hightower,,0,0,1,0,0,,,,,0,1,,0,0,1,0.371237458193979
1591,1592,1,Patchface,,1,,,,,,House Baratheon of Dragonstone,,0,1,1,1,1,,,,,0,0,,0,0,0,0.107023411371237
1592,1593,1,Paxter Redwyne,Arbor,1,,,,,,House Redwyne,Mina Tyrell,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.511705685618729
1593,1594,1,Pearse Caron,Nightsong,1,,,,,,House Caron,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046
1594,1595,0,Petyr Frey,,1,,281.0,,,,House Frey,Mylenda Caron,0,1,1,1,0,,,,1.0,1,0,19.0,0,0,0,0.177257525083612
1595,1596,1,Pia,,0,,,,,,House Whent,,0,1,1,1,0,,,,,0,0,,0,0,0,0.0468227424749163
1596,1597,1,Podrick Payne,,1,,286.0,,,,House Payne,,1,1,1,1,1,,,,,0,0,19.0,0,0,0,0.290969899665551
1597,1598,0,Preston Greenfield,Ser,1,Westermen,,,,,House Greenfield,,1,1,1,1,0,,,,,0,1,,0,0,0,0.0936454849498327
1598,1599,0,Polliver,Castellan of Harrenhal,1,,,,,,House Clegane,,0,1,1,1,0,,,,,0,1,,0,0,0,0.0769230769230769
1599,1600,1,Pyat Pree,Warlock,0,,,,,,Undying Ones,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0969899665551839
1600,1601,1,Pylos,Maester,1,,273.0,,,,,,0,1,1,1,1,,,,,0,1,32.0,0,0,0,0.0568561872909698
1601,1602,0,Pycelle,Grand Maester,1,,216.0,,,,House Lannister,,1,1,1,1,1,,,,,0,1,84.0,0,0,1,0.638795986622073
1602,1603,0,Qhorin Halfhand,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.210702341137123
1603,1604,0,Qotho,Bloodrider,1,Dothraki,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0635451505016722
1604,1605,0,Quentyn Martell,Ser,1,Dornish,281.0,,,,House Martell,,1,1,1,1,1,,,,,0,1,19.0,0,0,1,0.551839464882943
1605,1606,1,Ralf Stonehouse,Red Jester,1,Ironborn,,,,,House Stonehouse,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0334448160535117
1606,1607,1,Ramsay Snow,Lord of the Hornwood,1,Northmen,282.0,,,,House Bolton of the Dreadfort,Donella Hornwood,0,1,1,1,1,,,,0.0,1,1,23.0,1,1,1,0.461538461538461
1607,1608,1,Randyll Tarly,Horn Hill,1,,,,,,House Tarly,Melessa Florent,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.618729096989966
1608,1609,1,Raymun Fossoway,Ser,1,,,,,,House Fossoway of New Barrel,,0,0,0,0,0,,,,,0,1,,0,0,0,0.040133779264214
1609,1610,0,Raymun Darry,Darry,1,,,,,,House Darry,,1,0,1,1,0,,,,,0,1,,0,0,0,0.0769230769230769
1610,1611,1,Ravella Swann,Acorn Hall,0,,,,,,House Swann,Theomar Smallwood,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.060200668896321
1611,1612,0,Small Paul,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0267558528428093
1612,1613,1,Tristifer Botley,Lordsport,1,Ironborn,,,,,House Botley,,0,0,0,1,1,,,,,0,1,,0,0,0,0.120401337792642
1613,1614,0,Styr,Magnar of Thenn,1,Free Folk,,,,,Thenn,,0,0,1,1,1,,,,,0,1,,0,0,0,0.140468227424749
1614,1615,1,Rat Cook,,1,,,,,,Night's Watch,,0,0,1,0,1,,,,,0,0,,0,0,0,0.0568561872909698
1615,1616,0,Prendahl na Ghezn,,1,Ghiscari,,,,,Stormcrows,,0,0,1,0,0,,,,,0,0,,0,0,0,0.040133779264214
1616,1617,1,Ulmer,,1,,,,,,Kingswood Brotherhood,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0535117056856187
1617,1618,0,Oznak zo Pahl,,1,Meereen,,,,,House of Pahl,,0,0,1,0,1,,,,,0,0,,0,0,0,0.0568561872909698
1618,1619,0,Aegon Blackfyre,,1,Valyrian,184.0,,,,House Blackfyre,,0,0,1,0,0,,,,,0,0,12.0,2,1,0,0.0836120401337792
1619,1620,0,Addam Velaryon,Ser,1,Valyrian,114.0,,,,House Velaryon,,0,0,0,0,0,,,,,0,1,16.0,0,0,0,0.107023411371237
1620,1621,0,Aegon V Targaryen,,1,,,Dyanna Dayne,Maekar I Targaryen,Duncan Targaryen,,,0,0,0,0,0,1.0,0.0,0.0,,0,0,,7,1,1,0.695652173913043
1621,1622,0,Aemon Blackfyre,,1,Valyrian,184.0,,,,House Blackfyre,,0,0,1,0,0,,,,,0,0,12.0,2,1,0,0.0869565217391304
1622,1623,1,Aeron Greyjoy,Golden Storm,1,Ironmen,269.0,,,,House Greyjoy,,1,1,1,1,1,,,,,0,1,36.0,4,1,1,0.45819397993311
1623,1624,0,Alfyn,,1,Free Folk,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0
1624,1625,1,Alannys Harlaw,Iron Islands,0,Ironborn,,,,,House Greyjoy,Balon Greyjoy,1,1,0,1,1,,,,0.0,1,1,,0,0,0,0.237458193979933
1625,1626,1,Alayaya,,0,,282.0,,,,Chataya's brothel,,0,1,1,1,1,,,,,0,0,23.0,0,0,0,0.0769230769230769
1626,1627,0,Alyn,,1,,,,,,House Stark,,1,1,1,0,1,,,,,0,0,,0,0,0,0.0735785953177257
1627,1628,1,Alliser Thorne,Ser,1,,,,,,House Thorne,,1,1,1,1,1,,,,,0,1,,0,0,0,0.23076923076923
1628,1629,0,Alester Florent,Brightwater,1,,,,,,House Florent,Melara Crane,0,1,1,0,1,,,,1.0,1,1,,0,0,0,0.327759197324414
1629,1630,1,Alysane Mormont,,0,Northmen,273.0,,,,House Mormont,,0,0,0,1,1,,,,,0,0,32.0,0,0,0,0.0702341137123745
1630,1631,1,Alerie Hightower,Highgarden,0,,257.0,,,,House Hightower,Mace Tyrell,1,1,1,1,1,,,,1.0,1,1,48.0,0,0,0,0.227424749163879
1631,1632,1,Anguy,,1,,,,,,Brotherhood without banners,,1,0,1,1,0,,,,,0,0,,0,0,0,0.130434782608695
1632,1633,1,Andrik,Lord of Southshield,1,Ironborn,,,,,House Drumm,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0434782608695652
1633,1634,0,Amory Lorch,Ser,1,,,,,,House Lorch,,1,1,1,1,1,,,,,0,1,,0,0,0,0.277591973244147
1634,1635,1,Archibald Yronwood,Ser,1,,,,,,House Yronwood,,0,0,0,0,1,,,,,0,1,,0,0,0,0.140468227424749
1635,1636,0,Arlan of Pennytree,Ser,1,,149.0,,,,,,0,0,0,0,0,,,,,0,1,60.0,0,0,0,0.103678929765886
1636,1637,1,Areo Hotah,Sunspear,1,Norvoshi,257.0,,,,House Martell,,1,1,1,1,1,,,,,0,1,48.0,0,0,0,0.25752508361204
1637,1638,1,Arwyn Oakheart,Old Oak,1,,,,,,House Oakheart,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0367892976588628
1638,1639,0,Arthur Dayne,Ser,1,Dornish,,,,,House Dayne,,1,1,1,1,1,,,,,0,1,,0,0,0,0.153846153846153
1639,1640,0,Arys Oakheart,Ser,1,Reach,,,,,House Oakheart,,1,1,1,1,1,,,,,0,1,,0,0,1,0.34448160535117
1640,1641,0,Ashara Dayne,,0,,,,,,House Dayne,,1,1,1,0,1,,,,,0,0,,0,0,0,0.0936454849498327
1641,1642,0,Aron Santagar,Ser,1,Dornish,,,,,House Santagar,,1,1,0,1,0,,,,,0,1,,0,0,0,0.0668896321070234
1642,1643,1,Asha Greyjoy,Black Wind,0,Ironborn,275.0,,,,House Greyjoy,Erik Ironmaker,1,1,0,1,1,,,,1.0,1,1,30.0,0,0,1,0.709030100334448
1643,1644,1,Azor Ahai,,0,Asshai,,,,,,Nissa Nissa,0,1,1,1,1,,,,1.0,1,0,,0,0,0,0.11705685618729
1644,1645,1,Bael the Bard,King-Beyond-the-Wall,1,Free Folk,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0
1645,1646,0,Baelor Blacktyde,Blacktyde,1,Ironborn,,,,,House Blacktyde,,0,1,1,1,0,,,,,0,1,,0,0,0,0.060200668896321
1646,1647,0,Balon Greyjoy,,1,,,,Quellon Greyjoy,Theon Greyjoy,,,0,0,0,0,0,,0.0,1.0,,0,0,,4,1,1,0.739130434782608
1647,1648,1,Ballabar,Maester,1,,,,,,House Redwyne,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0301003344481605
1648,1649,0,Baelor I Targaryen,,1,,,Daenaera Velaryon,Aegon III Targaryen,,,,0,0,0,0,0,1.0,0.0,,,0,0,,9,1,1,0.501672240802675
1649,1650,1,Balon Swann,Ser,1,Stormlander,,,,,House Swann,,1,1,1,1,1,,,,,0,1,,0,0,0,0.311036789297658
1650,1651,0,Barba Bracken,,0,,155.0,,,,House Bracken,,0,0,0,0,1,,,,,0,0,100.0,0,0,0,0.0501672240802675
1651,1652,1,Barristan Selmy,Ser,1,Westerosi,236.0,,,,House Selmy,,1,1,1,1,1,,,,,0,1,69.0,0,0,1,1.0
1652,1653,1,Barbrey Dustin,Barrowton,0,Northmen,,,,,House Ryswell,Willam Dustin,0,0,0,1,1,,,,0.0,1,1,,0,0,0,0.163879598662207
1653,1654,1,Bellegere Otherys,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.040133779264214
1654,1655,1,Beardless Dick,,0,,,,,,Brotherhood Without Banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.020066889632107
1655,1656,1,Belwas,,1,Meereenese,,,,,House Targaryen,,0,1,1,1,1,,,,,0,0,,0,0,0,0.1438127090301
1656,1657,1,Benjen Stark,First Ranger,1,Northmen,267.0,,,,House Stark,,1,1,1,1,1,,,,,0,1,38.0,5,1,1,0.40133779264214
1657,1658,0,Bethany Bracken,,0,,156.0,,,,House Bracken,,0,0,0,0,0,,,,,0,0,22.0,0,0,0,0.0301003344481605
1658,1659,0,Beric Dondarrion,Lord of Blackhaven,1,,276.0,,,,,,1,1,1,1,1,,,,,0,1,23.0,0,0,1,0.434782608695652
1659,1660,0,Biter,,1,,,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,0,0,0.127090301003344
1660,1661,1,Bluetooth,,1,Ironborn,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,0,,0,0,0,0.0133779264214046
1661,1662,1,Brandon Norrey,The NorreyLord Norrey,1,Northern Mountain Clans,,,,,House Norrey,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0301003344481605
1662,1663,1,Bowen Marsh,Lord Steward,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,1,,0,0,0,0.254180602006688
1663,1664,1,Bonifer Hasty,Ser,1,,,,,,House Hasty,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0535117056856187
1664,1665,1,Bran the Builder,King of Winter,0,Free Folk,,,,,House Stark,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0903010033444816
1665,1666,0,Brynden Rivers,Ser,1,Valyrian,175.0,,,,House Targaryen,,0,0,0,1,1,,,,,0,1,77.0,4,1,1,0.605351170568561
1666,1667,1,Brynden Tully,Ser,1,Rivermen,242.0,,,,House Tully,,1,1,1,1,1,,,,,0,1,63.0,5,1,1,0.341137123745819
1667,1668,1,Caleotte,Maester,1,,,,,,House Martell,,1,1,1,1,1,,,,,0,1,,0,0,0,0.040133779264214
1668,1669,1,Cassella Vaith,Vaith,0,Dornish,,,,,House Vaith,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0100334448160535
1669,1670,1,Cellador,Septon,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0334448160535117
1670,1671,1,Chella,,0,Vale Mountain Clans,,,,,Black Ears,,1,1,1,0,0,,,,,0,0,,0,0,0,0.0367892976588628
